,net_size,num_packets,elapsed,delay_error,delivery_prob_error,last_system_size_error
784,5,500,0.0029705270135309547,0.034894591042074624,0.10829905994558107,0.18529730173790504
785,5,500,0.0029524830169975758,0.05194129610325588,0.01681434238488208,0.05354851010680523
786,5,500,0.0029652839875780046,0.09984724756704594,0.09122264257925052,0.19095662889081255
787,5,500,0.00297957198927179,0.024399405544460313,0.0185020231315366,0.045783510011358115
788,5,500,0.0030208049865905195,0.035354271595228165,0.010741138150256384,0.23624452722847694
789,5,750,0.003475759003777057,0.006202664264244752,0.05257861478744216,0.036542328400336485
790,5,750,0.0034324250009376556,0.11497996026242199,0.08750080553938701,0.07100391242858764
791,5,750,0.0035034439933951944,0.024622857018589184,0.07880102979325623,0.2844137983432957
792,5,750,0.003577038994990289,0.0882497830541231,0.035159582469985115,0.1829894033106
793,5,750,0.0035756560100708157,0.0259083896902237,0.0006231803632429513,0.06096242706960103
794,5,750,0.003712659003213048,0.04368135830870461,0.015645074960059655,0.050166911789102514
795,5,750,0.0036605130007956177,0.012519961356436567,0.022282253334039694,0.10341530025246687
796,5,750,0.0035855640016961843,0.07233725651877233,0.054213875274998595,0.1324922175988005
797,5,750,0.003567236999515444,0.03125886459058538,0.014427295969511323,0.1750308479993245
798,5,750,0.0034340620040893555,0.21634071040352132,0.041544350869247584,0.301263362976132
799,5,750,0.0035477839992381632,0.08469649769170667,0.014038041613603867,0.31964931389990403
800,5,750,0.003633566986536607,0.12594845336187685,0.05600857560285257,0.2150141170949258
801,5,750,0.0036008879833389074,0.07642666106457387,0.026913932944433446,0.10446936102147962
802,5,750,0.003585708007449284,0.024927875895984226,0.03274005638938769,0.20844792909044754
803,5,750,0.0036698039912153035,0.03330160876294023,0.018802448481997202,0.00506694620243834
804,5,750,0.0035774229909293354,0.14186079533689658,0.008967457148225869,0.24188568958953133
805,5,750,0.003596170019591227,0.017322800184305126,0.01749154548967865,0.1251943280127248
806,5,750,0.007846980995964259,0.12655369933227953,0.03675006054626555,0.24153700387323956
807,5,750,0.003478765982436016,0.015797087042875732,0.03797794275505679,0.025327140391086928
808,5,750,0.0034581199870444834,0.016915884856148745,0.06428736627235009,0.11219189172893654
809,5,1000,0.004006183007732034,0.07931186122424456,0.07539328352321317,0.13574456921654132
810,5,1000,0.00396199498209171,0.054862042846270595,0.07033448873521589,0.001472509933809655
811,5,1000,0.0041438979969825596,0.11344941266206861,0.05095142162666762,0.4121950730462983
812,5,1000,0.0041220810089726,0.017189335302547144,0.025025602470002996,0.02367626132882048
